index,label
225,metal_nut-bent
226,pill-good
227,leather-color
228,cable-good
229,transistor-misplaced
230,pill-faulty_imprint
231,screw-good
232,zipper-combined
233,pill-good
234,zipper-broken_teeth
235,capsule-faulty_imprint
236,transistor-good
237,metal_nut-good
238,hazelnut-crack
239,capsule-faulty_imprint
240,metal_nut-good
241,hazelnut-hole
242,zipper-rough
243,screw-good
244,wood-combined
245,leather-cut
246,tile-good
247,tile-gray_stroke
248,wood-scratch
249,cable-good
250,transistor-misplaced
251,tile-gray_stroke
252,cable-bent_wire
253,capsule-good
254,metal_nut-flip
255,metal_nut-good
256,metal_nut-bent
257,capsule-good
258,zipper-split_teeth
259,hazelnut-good
260,hazelnut-crack
261,screw-good
262,hazelnut-good
263,hazelnut-cut
264,leather-poke
265,leather-good
266,wood-good
267,screw-good
268,metal_nut-flip
269,cable-good
270,carpet-good
271,screw-good
272,wood-hole
273,transistor-good
274,cable-good
275,capsule-good
276,pill-color
277,capsule-good
278,transistor-good
279,zipper-broken_teeth
280,pill-color
281,leather-color
282,transistor-good
283,pill-pill_type
284,pill-good
285,screw-good
286,grid-good
287,tile-good
288,tile-good
289,bottle-broken_large
290,carpet-hole
291,bottle-broken_small
292,leather-fold
293,leather-cut
294,cable-good
295,zipper-broken_teeth
296,tile-good
297,transistor-good
298,transistor-misplaced
299,transistor-good
300,screw-scratch_neck
301,leather-fold
302,zipper-combined
303,transistor-good
304,screw-good
305,pill-scratch
306,toothbrush-good
307,grid-good
308,leather-color
309,screw-good
310,screw-good
311,transistor-good
312,bottle-good
313,metal_nut-scratch
314,wood-good
315,transistor-misplaced
316,screw-good
317,wood-good
318,wood-good
319,tile-good
320,cable-good
321,screw-scratch_neck
322,metal_nut-bent
323,cable-good
324,leather-good
325,capsule-good
326,screw-good
327,screw-good
328,pill-good
329,transistor-good
330,screw-good
331,capsule-squeeze
332,screw-good
333,carpet-good
334,carpet-color
335,bottle-good
336,tile-good
337,metal_nut-good
338,screw-scratch_neck
339,cable-bent_wire
340,wood-good
341,screw-good
342,metal_nut-good
343,tile-good
344,screw-good
345,leather-glue
346,metal_nut-flip
347,metal_nut-bent
348,hazelnut-good
349,pill-pill_type
350,carpet-thread
351,cable-good
352,cable-good
353,capsule-scratch
354,carpet-good
355,capsule-poke
356,cable-good
357,pill-good
358,bottle-contamination
359,toothbrush-defective
360,transistor-bent_lead
361,capsule-crack
362,leather-poke
363,carpet-thread
364,transistor-good
365,zipper-combined
366,wood-combined
367,cable-good
368,cable-good
369,leather-cut
370,hazelnut-good
371,screw-good
372,cable-good
373,bottle-good
374,hazelnut-good
375,transistor-misplaced
376,wood-hole
377,screw-good
378,capsule-faulty_imprint
379,grid-good
380,metal_nut-bent
381,screw-good
382,wood-color
383,tile-glue_strip
384,capsule-good
385,grid-good
386,metal_nut-bent
387,capsule-scratch
388,hazelnut-cut
389,screw-good
390,leather-good
391,metal_nut-color
392,bottle-broken_small
393,tile-glue_strip
394,capsule-scratch
395,transistor-good
396,cable-good
397,bottle-contamination
398,hazelnut-print
399,tile-good
400,wood-liquid
401,tile-gray_stroke
402,transistor-good
403,zipper-combined
404,bottle-contamination
405,tile-good
406,pill-scratch
407,capsule-scratch
408,leather-good
409,pill-good
410,cable-good
411,capsule-poke
412,pill-crack
413,cable-good
414,bottle-broken_small
415,transistor-good
416,leather-good
417,transistor-good
418,hazelnut-cut
419,transistor-misplaced
420,metal_nut-scratch
421,zipper-good
422,metal_nut-good
423,carpet-good
424,carpet-good
425,pill-good
426,zipper-broken_teeth
427,zipper-combined
428,leather-poke
429,transistor-damaged_case
430,bottle-broken_small
431,zipper-good
432,cable-good
433,bottle-broken_small
434,tile-good
435,hazelnut-crack
436,wood-scratch
437,pill-faulty_imprint
438,carpet-good
439,grid-bent
440,pill-color
441,tile-oil
442,transistor-good
443,screw-good
444,transistor-misplaced
445,transistor-good
446,carpet-thread
447,zipper-broken_teeth
448,tile-glue_strip
449,leather-fold
450,wood-hole
451,zipper-good
452,bottle-broken_large
453,carpet-good
454,tile-good
455,hazelnut-good
456,screw-thread_side
457,hazelnut-good
458,carpet-hole
459,metal_nut-flip
460,cable-good
461,carpet-good
462,screw-good
463,leather-cut
464,carpet-thread
465,capsule-poke
466,capsule-crack
467,metal_nut-flip
468,screw-good
469,metal_nut-bent
470,pill-pill_type
471,metal_nut-bent
472,tile-good
473,bottle-good
474,screw-good
475,cable-good
476,wood-good
477,transistor-good
478,screw-good
479,screw-good
480,pill-scratch
481,screw-good
482,carpet-hole
483,cable-good
484,screw-good
485,screw-good
486,cable-good
487,grid-good
488,hazelnut-good
489,pill-contamination
490,carpet-cut
491,cable-combined
492,cable-good
493,screw-good
494,hazelnut-good
495,capsule-good
496,transistor-good
497,toothbrush-good
498,cable-cut_inner_insulation
499,zipper-split_teeth
500,screw-good
501,tile-oil
502,metal_nut-bent
503,transistor-good
504,cable-bent_wire
505,tile-good
506,leather-fold
507,wood-liquid
508,toothbrush-good
509,leather-poke
510,capsule-good
511,screw-good
512,transistor-misplaced
513,transistor-good
514,transistor-good
515,zipper-good
516,cable-good
517,metal_nut-bent
518,leather-good
519,cable-good
520,tile-good
521,pill-pill_type
522,wood-good
523,metal_nut-good
524,pill-good
525,zipper-fabric_border
526,cable-cut_inner_insulation
527,wood-good
528,capsule-good
529,carpet-cut
530,screw-good
531,hazelnut-good
532,hazelnut-good
533,hazelnut-hole
534,grid-good
535,screw-good
536,zipper-split_teeth
537,wood-scratch
538,pill-good
539,toothbrush-good
540,cable-good
541,wood-good
542,grid-glue
543,screw-good
544,grid-good
545,zipper-combined
546,transistor-good
547,tile-good
548,hazelnut-good
549,pill-good
550,cable-good
551,capsule-squeeze
552,pill-color
553,pill-faulty_imprint
554,zipper-good
555,tile-glue_strip
556,screw-good
557,capsule-scratch
558,zipper-broken_teeth
559,screw-good
560,leather-glue
561,capsule-good
562,leather-good
563,carpet-metal_contamination
564,cable-good
565,hazelnut-good
566,grid-good
567,grid-good
568,hazelnut-good
569,screw-good
570,hazelnut-good
571,wood-scratch
572,hazelnut-good
573,pill-good
574,cable-good
575,wood-hole
576,zipper-split_teeth
577,carpet-good
578,grid-glue
579,zipper-fabric_border
580,pill-good
581,metal_nut-bent
582,tile-good
583,carpet-cut
584,transistor-good
585,transistor-good
586,transistor-good
587,carpet-good
588,leather-good
589,transistor-good
590,screw-good
591,hazelnut-cut
592,cable-good
593,zipper-broken_teeth
594,zipper-combined
595,metal_nut-good
596,carpet-good
597,tile-good
598,zipper-broken_teeth
599,hazelnut-good
600,leather-good
601,hazelnut-good
602,hazelnut-hole
603,cable-good
604,pill-good
605,cable-good
606,pill-good
607,cable-good
608,transistor-misplaced
609,pill-faulty_imprint
610,metal_nut-bent
611,grid-good
612,cable-good
613,carpet-good
614,hazelnut-good
615,capsule-scratch
616,pill-good
617,zipper-split_teeth
618,carpet-thread
619,cable-bent_wire
620,cable-good
621,cable-good
622,zipper-combined
623,tile-glue_strip
624,bottle-broken_large
625,carpet-hole
626,metal_nut-bent
627,toothbrush-good
628,hazelnut-good
629,bottle-broken_small
630,leather-good
631,toothbrush-good
632,screw-good
633,screw-scratch_neck
634,zipper-split_teeth
635,leather-good
636,cable-missing_wire
637,capsule-good
638,carpet-cut
639,leather-poke
640,pill-good
641,leather-cut
642,transistor-good
643,bottle-broken_large
644,carpet-good
645,zipper-fabric_interior
646,cable-good
647,leather-cut
648,capsule-good
649,zipper-split_teeth
650,wood-hole
651,hazelnut-print
652,carpet-good
653,screw-good
654,grid-good
655,wood-good
656,screw-good
657,capsule-crack
658,capsule-good
659,leather-good
660,transistor-good
661,cable-good
662,carpet-good
663,transistor-misplaced
664,capsule-good
665,grid-good
666,transistor-misplaced
667,hazelnut-good
668,tile-rough
669,cable-good
670,hazelnut-good
671,pill-good
672,bottle-good
673,pill-scratch
674,pill-faulty_imprint
675,bottle-broken_large
676,wood-good
677,pill-good
678,cable-good
679,tile-good
680,leather-good
681,leather-fold
682,tile-oil
683,pill-good
684,cable-good
685,tile-good
686,tile-good
687,hazelnut-good
688,grid-good
689,leather-good
690,metal_nut-bent
691,cable-missing_cable
692,screw-manipulated_front
693,pill-good
694,grid-good
695,cable-good
696,hazelnut-good
697,zipper-rough
698,tile-good
699,bottle-contamination
700,cable-missing_cable
701,leather-cut
702,hazelnut-cut
703,screw-thread_side
704,bottle-broken_small
705,carpet-good
706,screw-good
707,transistor-damaged_case
708,cable-good
709,wood-good
710,pill-good
711,pill-scratch
712,screw-scratch_neck
713,grid-good
714,carpet-metal_contamination
715,wood-scratch
716,carpet-good
717,leather-poke
718,hazelnut-good
719,zipper-good
720,capsule-squeeze
721,transistor-good
722,screw-good
723,transistor-misplaced
724,zipper-fabric_border
725,transistor-good
726,pill-good
727,hazelnut-good
728,pill-good
729,cable-bent_wire
730,hazelnut-good
731,bottle-good
732,pill-good
733,pill-good
734,hazelnut-good
735,metal_nut-good
736,carpet-good
737,pill-good
738,capsule-good
739,wood-scratch
740,hazelnut-good
741,carpet-thread
742,pill-color
743,pill-good
744,tile-good
745,carpet-good
746,bottle-good
747,pill-good
748,pill-contamination
749,capsule-crack
750,metal_nut-good
751,cable-good
752,metal_nut-flip
753,transistor-good
754,capsule-good
755,tile-oil
756,zipper-good
757,bottle-good
758,pill-good
759,capsule-good
760,screw-good
761,hazelnut-hole
762,cable-good
763,pill-contamination
764,bottle-good
765,capsule-good
766,grid-bent
767,zipper-fabric_border
768,metal_nut-good
769,pill-color
770,wood-color
771,carpet-metal_contamination
772,wood-scratch
773,zipper-good
774,hazelnut-hole
775,screw-good
776,pill-color
777,screw-good
778,bottle-broken_large
779,capsule-scratch
780,transistor-good
781,leather-color
782,screw-good
783,wood-combined
784,cable-good
785,leather-good
786,toothbrush-good
787,toothbrush-good
788,screw-scratch_head
789,cable-good
790,zipper-rough
791,carpet-good
792,toothbrush-good
793,toothbrush-good
794,zipper-good
795,hazelnut-crack
796,transistor-good
797,zipper-broken_teeth
798,screw-good
799,pill-good
800,zipper-broken_teeth
801,hazelnut-crack
802,tile-rough
803,metal_nut-good
804,tile-gray_stroke
805,wood-good
806,pill-good
807,bottle-broken_large
808,leather-glue
809,zipper-split_teeth
810,cable-good
811,capsule-scratch
812,capsule-scratch
813,grid-bent
814,toothbrush-good
815,wood-good
816,screw-good
817,bottle-contamination
818,tile-crack
819,screw-good
820,pill-good
821,hazelnut-print
822,cable-good
823,metal_nut-good
824,screw-good
825,cable-good
826,capsule-good
827,cable-good
828,hazelnut-crack
829,transistor-good
830,carpet-good
831,grid-bent
832,cable-good
833,capsule-faulty_imprint
834,zipper-good
835,tile-good
836,capsule-poke
837,screw-good
838,carpet-good
839,pill-good
840,hazelnut-hole
841,bottle-broken_large
842,screw-good
843,screw-good
844,tile-crack
845,transistor-good
846,leather-color
847,bottle-contamination
848,tile-oil
849,capsule-good
850,tile-oil
851,wood-combined
852,screw-good
853,capsule-faulty_imprint
854,transistor-good
855,screw-thread_top
856,zipper-good
857,hazelnut-crack
858,transistor-bent_lead
859,zipper-combined
860,cable-good
861,hazelnut-good
862,metal_nut-bent
863,screw-good
864,carpet-cut
865,transistor-good
866,toothbrush-good
867,cable-good
868,zipper-good
869,cable-good
870,carpet-good
871,leather-poke
872,pill-good
873,pill-contamination
874,pill-good
875,carpet-good
876,screw-thread_top
877,wood-hole
878,leather-good
879,leather-good
880,hazelnut-good
881,grid-bent
882,capsule-squeeze
883,capsule-poke
884,transistor-good
885,tile-good
886,screw-good
887,pill-contamination
888,leather-good
889,metal_nut-flip
890,transistor-misplaced
891,zipper-good
892,leather-good
893,cable-good
894,leather-cut
895,screw-good
896,pill-good
897,screw-good
898,cable-good
899,carpet-good
900,transistor-damaged_case
901,leather-good
902,screw-good
903,pill-good
904,capsule-faulty_imprint
905,zipper-broken_teeth
906,leather-fold
907,capsule-crack
908,screw-thread_side
909,metal_nut-good
910,tile-glue_strip
911,pill-contamination
912,zipper-broken_teeth
913,capsule-good
914,leather-glue
915,screw-thread_top
916,metal_nut-flip
917,screw-good
918,tile-oil
919,transistor-misplaced
920,hazelnut-good
921,screw-good
922,tile-rough
923,zipper-good
924,metal_nut-flip
925,leather-glue
926,cable-bent_wire
927,toothbrush-good
928,cable-good
929,toothbrush-good
930,tile-good
931,cable-good
932,capsule-squeeze
933,metal_nut-good
934,capsule-good
935,pill-good
936,tile-oil
937,leather-cut
938,carpet-good
939,leather-good
940,carpet-good
941,leather-fold
942,screw-scratch_neck
943,screw-manipulated_front
944,bottle-good
945,leather-good
946,leather-fold
947,capsule-good
948,zipper-squeezed_teeth
949,hazelnut-hole
950,capsule-scratch
951,metal_nut-scratch
952,tile-good
953,grid-good
954,screw-good
955,carpet-thread
956,capsule-good
957,transistor-good
958,capsule-good
959,wood-hole
960,zipper-good
961,screw-scratch_head
962,pill-good
963,hazelnut-hole
964,hazelnut-good
965,cable-missing_wire
966,screw-scratch_neck
967,hazelnut-print
968,cable-good
969,hazelnut-good
970,carpet-good
971,carpet-good
972,bottle-broken_large
973,cable-good
974,hazelnut-good
975,tile-good
976,pill-pill_type
977,leather-good
978,screw-good
979,screw-good
980,leather-good
981,carpet-good
982,screw-good
983,transistor-good
984,pill-crack
985,capsule-squeeze
986,grid-good
987,metal_nut-bent
988,screw-good
989,screw-good
990,pill-color
991,screw-scratch_neck
992,capsule-good
993,cable-combined
994,cable-good
995,bottle-good
996,zipper-fabric_border
997,bottle-good
998,leather-fold
999,screw-good
1000,leather-cut
1001,capsule-squeeze
1002,leather-good
1003,metal_nut-color
1004,wood-good
1005,tile-good
1006,cable-missing_wire
1007,capsule-good
1008,tile-good
1009,screw-good
1010,zipper-good
1011,pill-faulty_imprint
1012,tile-crack
1013,cable-good
1014,leather-good
1015,screw-good
1016,pill-good
1017,zipper-squeezed_teeth
1018,hazelnut-good
1019,pill-good
1020,screw-good
1021,tile-good
1022,pill-good
1023,metal_nut-bent
1024,hazelnut-print
1025,cable-good
1026,metal_nut-bent
1027,pill-contamination
1028,cable-good
1029,zipper-split_teeth
1030,leather-poke
1031,transistor-good
1032,tile-rough
1033,metal_nut-flip
1034,capsule-scratch
1035,screw-good
1036,pill-good
1037,capsule-good
1038,hazelnut-good
1039,capsule-good
1040,metal_nut-bent
1041,tile-glue_strip
1042,transistor-misplaced
1043,transistor-good
1044,carpet-good
1045,screw-good
1046,transistor-good
1047,grid-bent
1048,cable-good
1049,transistor-good
1050,cable-good
1051,carpet-good
1052,wood-scratch
1053,zipper-fabric_border
1054,toothbrush-good
1055,capsule-good
1056,cable-good
1057,capsule-good
1058,zipper-good
1059,grid-good
1060,zipper-good
1061,leather-good
1062,cable-good
1063,screw-good
1064,hazelnut-good
1065,metal_nut-bent
1066,carpet-thread
1067,metal_nut-bent
1068,carpet-hole
1069,tile-good
1070,transistor-good
1071,pill-contamination
1072,wood-good
1073,capsule-good
1074,screw-good
1075,zipper-split_teeth
1076,wood-hole
1077,screw-good
1078,bottle-good
1079,tile-glue_strip
1080,transistor-misplaced
1081,capsule-squeeze
1082,tile-good
1083,pill-good
1084,transistor-misplaced
1085,bottle-good
1086,bottle-broken_small
1087,leather-good
1088,tile-crack
1089,pill-color
1090,grid-good
1091,pill-good
1092,zipper-good
1093,leather-good
1094,hazelnut-good
1095,metal_nut-good
1096,hazelnut-print
1097,wood-scratch
1098,transistor-damaged_case
1099,wood-scratch
1100,cable-good
1101,zipper-good
1102,leather-fold
1103,bottle-good
1104,tile-glue_strip
1105,carpet-thread
1106,zipper-squeezed_teeth
1107,zipper-good
1108,transistor-good
1109,capsule-scratch
1110,tile-good
1111,transistor-good
1112,wood-liquid
1113,metal_nut-good
1114,bottle-good
1115,carpet-good
1116,cable-cut_outer_insulation
1117,cable-good
1118,metal_nut-bent
1119,transistor-good
1120,metal_nut-bent
1121,tile-good
1122,pill-crack
1123,pill-good
1124,tile-crack
1125,zipper-combined
1126,wood-good
1127,screw-good
1128,hazelnut-good
1129,carpet-good
1130,transistor-good
1131,cable-good
1132,cable-good
1133,toothbrush-good
1134,screw-good
1135,transistor-good
1136,wood-good
1137,hazelnut-good
1138,cable-bent_wire
1139,wood-combined
1140,zipper-good
1141,tile-crack
1142,capsule-scratch
1143,hazelnut-good
1144,hazelnut-good
1145,cable-good
1146,hazelnut-cut
1147,tile-good
1148,screw-good
1149,grid-broken
1150,transistor-good
1151,tile-glue_strip
1152,cable-good
1153,bottle-broken_small
1154,zipper-broken_teeth
1155,zipper-good
1156,leather-poke
1157,screw-good
1158,pill-good
1159,zipper-fabric_border
1160,transistor-good
1161,bottle-contamination
1162,transistor-good
1163,cable-good
1164,capsule-good
1165,screw-good
1166,leather-cut
1167,capsule-scratch
1168,transistor-good
1169,cable-good
1170,zipper-good
1171,cable-good
1172,wood-good
1173,screw-good
1174,tile-oil
1175,pill-good
1176,leather-glue
1177,grid-good
1178,grid-good
1179,transistor-misplaced
1180,leather-glue
1181,tile-good
1182,grid-good
1183,bottle-broken_small
1184,toothbrush-good
1185,carpet-cut
1186,bottle-good
1187,bottle-good
1188,hazelnut-print
1189,tile-rough
1190,cable-bent_wire
1191,capsule-scratch
1192,capsule-good
1193,transistor-good
1194,hazelnut-cut
1195,bottle-good
1196,wood-good
1197,grid-bent
1198,toothbrush-good
1199,hazelnut-hole
1200,screw-good
1201,carpet-thread
1202,zipper-combined
1203,bottle-broken_small
1204,cable-good
1205,metal_nut-bent
1206,bottle-contamination
1207,metal_nut-flip
1208,bottle-good
1209,screw-good
1210,wood-good
1211,cable-good
1212,zipper-fabric_interior
1213,leather-good
1214,wood-scratch
1215,cable-good
1216,capsule-good
1217,zipper-good
1218,bottle-broken_small
1219,bottle-good
1220,pill-crack
1221,metal_nut-bent
1222,pill-good
1223,capsule-scratch
1224,cable-good
1225,cable-good
1226,capsule-good
1227,cable-good
1228,grid-glue
1229,toothbrush-defective
1230,pill-good
1231,carpet-hole
1232,pill-scratch
1233,transistor-good
1234,zipper-fabric_border
1235,tile-oil
1236,grid-thread
1237,tile-glue_strip
1238,capsule-faulty_imprint
1239,leather-color
1240,pill-good
1241,toothbrush-good
1242,screw-good
1243,transistor-good
1244,zipper-good
1245,carpet-hole
1246,cable-good
1247,cable-good
1248,transistor-good
1249,zipper-squeezed_teeth
1250,tile-oil
1251,screw-good
1252,screw-good
1253,carpet-good
1254,wood-good
1255,screw-good
1256,leather-good
1257,transistor-good
1258,leather-good
1259,cable-good
1260,screw-scratch_neck
1261,pill-faulty_imprint
1262,toothbrush-good
1263,bottle-good
1264,transistor-good
1265,pill-combined
1266,cable-good
1267,tile-glue_strip
1268,capsule-good
1269,tile-good
1270,zipper-broken_teeth
1271,hazelnut-print
1272,leather-poke
1273,pill-good
1274,zipper-good
1275,pill-good
1276,metal_nut-good
1277,grid-broken
1278,transistor-good
1279,metal_nut-good
1280,metal_nut-color
1281,bottle-contamination
1282,zipper-good
1283,leather-good
1284,pill-good
1285,leather-color
1286,zipper-good
1287,tile-good
1288,hazelnut-good
1289,hazelnut-crack
1290,pill-color
1291,cable-cut_inner_insulation
1292,leather-fold
1293,hazelnut-good
1294,pill-good
1295,cable-good
1296,tile-oil
1297,leather-good
1298,zipper-fabric_border
1299,hazelnut-print
1300,tile-good
1301,capsule-squeeze
1302,carpet-good
1303,cable-good
1304,hazelnut-good
1305,tile-glue_strip
1306,carpet-hole
1307,hazelnut-good
1308,transistor-good
1309,cable-good
1310,bottle-good
1311,grid-good
1312,zipper-squeezed_teeth
1313,screw-good
1314,zipper-fabric_border
1315,capsule-good
1316,carpet-metal_contamination
1317,screw-scratch_neck
1318,transistor-cut_lead
1319,pill-good
1320,zipper-broken_teeth
1321,transistor-good
1322,capsule-poke
1323,metal_nut-good
1324,toothbrush-good
1325,carpet-good
1326,hazelnut-print
1327,bottle-good
1328,screw-good
1329,transistor-good
1330,transistor-good
1331,grid-good
1332,metal_nut-good
1333,tile-gray_stroke
1334,carpet-good
1335,cable-good
1336,tile-rough
1337,grid-good
1338,metal_nut-good
1339,metal_nut-good
1340,hazelnut-good
1341,cable-good
1342,hazelnut-crack
1343,grid-good
1344,hazelnut-hole
1345,tile-good
1346,hazelnut-good
1347,cable-good
1348,transistor-good
1349,tile-good
1350,zipper-broken_teeth
1351,tile-crack
1352,grid-good
1353,transistor-good
1354,transistor-good
1355,metal_nut-good
1356,bottle-broken_large
1357,wood-scratch
1358,pill-pill_type
1359,screw-scratch_head
1360,zipper-rough
1361,leather-glue
1362,tile-good
1363,transistor-good
1364,cable-good
1365,metal_nut-bent
1366,transistor-misplaced
1367,transistor-good
1368,hazelnut-good
1369,toothbrush-good
1370,pill-faulty_imprint
1371,screw-good
1372,cable-good
1373,zipper-good
1374,tile-good
1375,hazelnut-good
1376,capsule-scratch
1377,zipper-combined
1378,hazelnut-good
1379,hazelnut-good
1380,transistor-good
1381,toothbrush-good
1382,leather-poke
1383,wood-good
1384,metal_nut-bent
1385,leather-good
1386,carpet-thread
1387,carpet-good
1388,screw-good
1389,screw-good
1390,zipper-combined
1391,hazelnut-hole
1392,hazelnut-good
1393,hazelnut-good
1394,cable-good
1395,capsule-good
1396,leather-good
1397,carpet-good
1398,zipper-good
1399,cable-good
1400,tile-good
1401,grid-broken
1402,cable-good
1403,hazelnut-print
1404,metal_nut-scratch
1405,hazelnut-good
1406,metal_nut-good
1407,pill-good
1408,cable-good
1409,pill-good
1410,carpet-hole
1411,cable-missing_cable
1412,metal_nut-good
1413,capsule-scratch
1414,cable-good
1415,toothbrush-good
1416,bottle-good
1417,capsule-good
1418,zipper-fabric_interior
1419,cable-good
1420,cable-good
1421,carpet-thread
1422,cable-good
1423,metal_nut-bent
1424,tile-crack
1425,cable-good
1426,screw-thread_side
1427,transistor-misplaced
1428,tile-good
1429,zipper-good
1430,cable-good
1431,toothbrush-good
1432,grid-good
1433,metal_nut-flip
1434,screw-manipulated_front
1435,pill-color
1436,zipper-broken_teeth
1437,metal_nut-good
1438,toothbrush-good
1439,carpet-thread
1440,pill-good
1441,pill-good
1442,screw-good
1443,capsule-good
1444,cable-missing_cable
1445,hazelnut-crack
1446,carpet-hole
1447,tile-oil
1448,tile-glue_strip
1449,transistor-misplaced
1450,hazelnut-cut
1451,hazelnut-good
1452,carpet-thread
1453,capsule-good
1454,pill-contamination
1455,zipper-split_teeth
1456,grid-good
1457,cable-good
1458,grid-bent
1459,carpet-metal_contamination
1460,hazelnut-good
1461,transistor-misplaced
1462,grid-bent
1463,leather-good
1464,carpet-hole
1465,leather-cut
1466,hazelnut-good
1467,zipper-split_teeth
1468,transistor-misplaced
1469,bottle-contamination
1470,transistor-good
1471,wood-good
1472,pill-combined
1473,bottle-good
1474,toothbrush-good
1475,pill-color
1476,screw-good
1477,bottle-broken_small
1478,cable-cut_outer_insulation
1479,wood-scratch
1480,toothbrush-defective
1481,pill-good
1482,grid-good
1483,metal_nut-flip
1484,transistor-good
1485,hazelnut-good
1486,zipper-split_teeth
1487,hazelnut-cut
1488,tile-good
1489,metal_nut-flip
1490,metal_nut-bent
1491,leather-good
1492,capsule-faulty_imprint
1493,tile-good
1494,screw-manipulated_front
1495,hazelnut-crack
1496,leather-good
1497,cable-good
1498,leather-fold
1499,pill-faulty_imprint
1500,pill-scratch
1501,pill-good
1502,leather-good
1503,metal_nut-flip
1504,zipper-split_teeth
1505,zipper-rough
1506,metal_nut-scratch
1507,zipper-rough
1508,hazelnut-crack
1509,leather-good
1510,cable-good
1511,cable-good
1512,pill-good
1513,bottle-good
1514,capsule-squeeze
1515,tile-good
1516,screw-good
1517,capsule-good
1518,carpet-metal_contamination
1519,bottle-good
1520,transistor-good
1521,metal_nut-good
1522,pill-color
1523,capsule-good
1524,hazelnut-good
1525,pill-good
1526,tile-gray_stroke
1527,cable-good
1528,grid-broken
1529,cable-cut_inner_insulation
1530,tile-rough
1531,carpet-good
