index,label
400,wood-good
401,tile-good
402,transistor-good
403,hazelnut-print
404,cable-combined
405,tile-good
406,pill-good
407,capsule-scratch
408,leather-good
409,pill-good
410,cable-good
411,capsule-faulty_imprint
412,pill-good
413,cable-good
414,bottle-broken_small
415,transistor-good
416,leather-good
417,transistor-good
418,hazelnut-good
419,transistor-bent_lead
420,metal_nut-scratch
421,zipper-good
422,metal_nut-good
423,carpet-thread
424,carpet-thread
425,pill-good
426,metal_nut-good
427,leather-glue
428,leather-good
429,transistor-damaged_case
430,bottle-broken_small
431,zipper-good
432,cable-good
433,bottle-broken_small
434,cable-missing_cable
435,hazelnut-crack
436,wood-scratch
437,capsule-good
438,carpet-good
439,cable-missing_cable
440,pill-color
441,tile-oil
442,transistor-good
443,cable-missing_cable
444,transistor-damaged_case
445,transistor-cut_lead
446,carpet-metal_contamination
447,zipper-squeezed_teeth
448,cable-missing_cable
449,leather-glue
450,wood-hole
451,zipper-good
452,leather-glue
453,carpet-thread
454,tile-good
455,hazelnut-good
456,screw-good
457,hazelnut-good
458,carpet-hole
459,metal_nut-flip
460,cable-good
461,carpet-good
462,cable-missing_cable
463,leather-poke
464,carpet-cut
465,cable-missing_cable
466,capsule-good
467,metal_nut-flip
468,cable-missing_cable
469,metal_nut-good
470,pill-pill_type
471,metal_nut-good
472,tile-good
473,bottle-good
474,cable-missing_cable
475,cable-good
476,transistor-good
477,transistor-good
478,cable-missing_cable
479,pill-good
480,pill-scratch
481,screw-good
482,toothbrush-defective
483,cable-missing_cable
484,cable-missing_cable
485,cable-missing_cable
486,cable-good
487,cable-missing_cable
488,hazelnut-good
489,cable-missing_cable
490,carpet-cut
491,cable-combined
492,cable-good
493,screw-good
494,cable-missing_cable
495,capsule-squeeze
496,transistor-cut_lead
497,toothbrush-good
498,cable-combined
499,zipper-split_teeth
500,cable-good
501,cable-missing_cable
502,cable-missing_cable
503,transistor-good
504,cable-bent_wire
505,tile-good
506,capsule-good
507,wood-liquid
508,toothbrush-good
509,leather-poke
510,capsule-good
511,cable-missing_cable
512,transistor-misplaced
513,transistor-good
514,transistor-good
515,zipper-good
516,cable-good
517,metal_nut-bent
518,transistor-good
519,cable-good
520,tile-good
521,pill-pill_type
522,wood-good
523,metal_nut-good
524,pill-good
525,zipper-fabric_border
526,cable-good
527,capsule-good
528,capsule-good
529,carpet-cut
530,capsule-good
531,hazelnut-good
532,cable-missing_cable
533,hazelnut-hole
534,grid-good
535,screw-good
536,transistor-damaged_case
537,wood-scratch
538,pill-good
539,cable-missing_cable
540,cable-good
541,wood-good
542,grid-metal_contamination
543,capsule-good
544,grid-good
545,leather-glue
546,transistor-good
547,metal_nut-good
548,hazelnut-good
549,pill-faulty_imprint
550,cable-good
551,capsule-good
552,pill-color
553,pill-good
554,zipper-combined
555,cable-missing_cable
556,screw-good
557,capsule-crack
558,pill-good
559,cable-missing_cable
560,leather-cut
561,capsule-good
562,capsule-good
563,carpet-metal_contamination
564,cable-good
565,hazelnut-good
566,grid-good
567,grid-good
568,hazelnut-good
569,screw-good
570,hazelnut-good
571,tile-crack
572,hazelnut-good
573,cable-missing_cable
574,cable-good
575,wood-hole
576,zipper-split_teeth
577,toothbrush-defective
578,grid-glue
579,zipper-fabric_border
580,pill-good
581,metal_nut-good
582,tile-good
583,carpet-cut
584,transistor-good
585,transistor-good
586,transistor-good
587,carpet-good
588,capsule-good
589,transistor-good
590,cable-missing_cable
591,transistor-bent_lead
592,cable-good
593,zipper-split_teeth
594,metal_nut-good
595,metal_nut-good
596,toothbrush-defective
597,tile-good
598,metal_nut-good
599,hazelnut-good
600,pill-good
601,hazelnut-good
602,hazelnut-hole
603,cable-good
604,pill-good
605,cable-good
606,pill-good
607,cable-good
608,transistor-good
609,cable-missing_cable
610,metal_nut-good
611,grid-good
612,cable-good
613,toothbrush-defective
614,hazelnut-good
615,capsule-scratch
616,pill-good
617,zipper-split_teeth
618,carpet-thread
619,cable-bent_wire
620,cable-good
621,cable-good
622,leather-glue
623,tile-glue_strip
624,bottle-broken_large
625,carpet-hole
626,metal_nut-good
627,toothbrush-good
628,hazelnut-good
629,bottle-good
630,leather-good
631,toothbrush-defective
632,screw-good
633,screw-good
634,leather-glue
635,leather-fold
636,cable-missing_wire
637,capsule-good
638,transistor-good
639,leather-poke
640,pill-good
641,leather-cut
642,transistor-good
643,bottle-broken_large
644,carpet-thread
645,pill-good
646,cable-good
647,leather-cut
648,capsule-good
649,zipper-split_teeth
650,hazelnut-hole
651,hazelnut-print
652,carpet-good
653,cable-missing_cable
654,grid-metal_contamination
655,wood-good
656,screw-good
657,capsule-crack
658,capsule-squeeze
659,leather-good
660,transistor-good
661,cable-cut_outer_insulation
662,carpet-good
663,transistor-good
664,capsule-crack
665,grid-good
666,transistor-damaged_case
667,hazelnut-good
668,tile-good
669,cable-good
670,hazelnut-good
671,pill-good
672,leather-glue
673,pill-scratch
674,pill-faulty_imprint
675,bottle-broken_large
676,wood-good
677,pill-good
678,cable-good
679,tile-good
680,leather-good
681,leather-fold
682,tile-oil
683,pill-good
684,cable-good
685,tile-good
686,cable-missing_cable
687,hazelnut-good
688,grid-good
689,leather-good
690,metal_nut-good
691,cable-missing_cable
692,screw-manipulated_front
693,pill-good
694,cable-missing_cable
695,cable-missing_cable
696,hazelnut-good
697,zipper-squeezed_teeth
698,tile-good
699,bottle-contamination
700,cable-missing_cable
701,leather-cut
702,hazelnut-hole
703,cable-missing_cable
704,bottle-broken_small
705,carpet-thread
706,screw-good
707,transistor-damaged_case
708,cable-good
709,capsule-squeeze
710,pill-scratch
711,pill-good
712,screw-good
713,cable-missing_cable
714,carpet-metal_contamination
715,wood-scratch
716,carpet-metal_contamination
717,pill-good
718,hazelnut-good
719,pill-good
720,pill-good
721,transistor-good
722,screw-manipulated_front
723,transistor-misplaced
724,zipper-fabric_border
725,transistor-good
726,pill-good
727,hazelnut-good
728,pill-good
729,cable-bent_wire
730,hazelnut-good
731,metal_nut-good
732,pill-good
733,pill-good
734,hazelnut-good
735,metal_nut-good
736,carpet-good
737,pill-good
738,capsule-good
739,wood-scratch
740,hazelnut-good
741,transistor-good
742,capsule-crack
743,pill-good
744,tile-good
745,carpet-thread
746,hazelnut-print
747,pill-good
748,pill-combined
749,pill-good
750,metal_nut-good
751,cable-good
752,metal_nut-flip
753,transistor-good
754,capsule-scratch
755,tile-oil
756,metal_nut-good
757,bottle-good
758,pill-good
759,capsule-good
760,screw-good
761,hazelnut-hole
762,cable-missing_cable
763,pill-scratch
764,bottle-good
765,capsule-good
766,grid-bent
767,zipper-fabric_border
768,metal_nut-good
769,pill-good
770,wood-color
771,carpet-metal_contamination
772,wood-scratch
773,pill-good
774,toothbrush-defective
775,screw-good
776,pill-good
777,screw-good
778,bottle-broken_small
779,capsule-squeeze
780,transistor-good
781,leather-color
782,screw-good
783,pill-good
784,cable-good
785,leather-good
786,toothbrush-good
787,toothbrush-good
788,screw-good
789,cable-good
790,zipper-rough
791,carpet-good
792,cable-missing_cable
793,toothbrush-defective
794,zipper-good
795,hazelnut-crack
796,transistor-good
797,zipper-rough
798,screw-good
799,pill-good
800,zipper-squeezed_teeth
801,hazelnut-crack
802,metal_nut-good
803,metal_nut-color
804,tile-gray_stroke
805,wood-good
806,pill-good
807,cable-good
808,leather-cut
809,zipper-split_teeth
810,cable-good
811,capsule-good
812,capsule-scratch
813,grid-bent
814,toothbrush-good
815,transistor-good
816,screw-good
817,bottle-contamination
818,tile-crack
819,screw-good
820,pill-faulty_imprint
821,cable-missing_cable
822,cable-good
823,metal_nut-good
824,cable-good
825,cable-good
826,capsule-good
827,cable-good
828,hazelnut-hole
829,transistor-good
830,toothbrush-defective
831,cable-missing_cable
832,cable-good
833,capsule-faulty_imprint
834,zipper-good
835,tile-good
836,cable-missing_cable
837,cable-missing_cable
838,carpet-good
839,pill-good
840,hazelnut-hole
841,bottle-contamination
842,screw-good
843,screw-good
844,tile-crack
845,transistor-good
846,leather-color
847,bottle-contamination
848,tile-oil
849,capsule-squeeze
850,tile-oil
851,wood-liquid
852,screw-good
853,capsule-poke
854,transistor-good
855,transistor-misplaced
856,metal_nut-good
857,hazelnut-crack
858,transistor-good
859,leather-glue
860,cable-missing_cable
861,hazelnut-good
862,metal_nut-good
863,screw-good
864,carpet-cut
865,transistor-good
866,cable-missing_cable
867,cable-good
868,zipper-good
869,cable-good
870,carpet-thread
871,leather-good
872,pill-good
873,pill-good
874,capsule-good
875,carpet-good
876,cable-good
877,wood-hole
878,leather-good
879,leather-good
880,hazelnut-good
881,grid-broken
882,pill-good
883,cable-missing_cable
884,transistor-good
885,cable-missing_cable
886,screw-scratch_head
887,cable-missing_cable
888,leather-good
889,metal_nut-flip
890,transistor-good
891,zipper-good
892,leather-good
893,cable-good
894,leather-cut
895,cable-missing_cable
896,pill-scratch
897,screw-good
898,cable-missing_cable
899,carpet-thread
900,transistor-damaged_case
901,capsule-good
902,screw-good
903,pill-good
904,capsule-good
905,leather-glue
906,hazelnut-good
907,capsule-crack
908,screw-good
909,metal_nut-good
910,tile-glue_strip
911,pill-good
912,zipper-combined
913,capsule-squeeze
914,hazelnut-hole
915,screw-good
916,metal_nut-flip
917,screw-good
918,cable-missing_cable
919,grid-good
920,hazelnut-good
921,screw-good
922,tile-good
923,zipper-good
924,metal_nut-flip
925,leather-cut
926,cable-bent_wire
927,toothbrush-good
928,cable-good
929,toothbrush-good
930,tile-good
931,cable-good
932,capsule-squeeze
933,metal_nut-good
934,capsule-poke
935,pill-good
936,tile-oil
937,leather-cut
938,transistor-good
939,leather-good
940,carpet-good
941,cable-missing_cable
942,screw-good
943,screw-manipulated_front
944,metal_nut-good
945,toothbrush-defective
946,cable-missing_cable
947,capsule-good
948,pill-good
949,hazelnut-hole
950,capsule-scratch
951,metal_nut-bent
952,tile-good
953,grid-thread
954,screw-good
955,carpet-thread
956,capsule-good
957,transistor-good
958,pill-good
959,wood-hole
960,zipper-good
961,screw-good
962,pill-good
963,hazelnut-hole
964,hazelnut-good
965,cable-combined
966,screw-good
967,hazelnut-print
968,cable-good
969,hazelnut-good
970,carpet-good
971,carpet-good
972,bottle-broken_small
973,cable-good
974,hazelnut-good
975,tile-glue_strip
976,pill-pill_type
977,leather-good
978,cable-good
979,screw-good
980,leather-good
981,transistor-good
982,screw-good
983,transistor-good
984,pill-good
985,capsule-good
986,grid-good
987,metal_nut-good
988,screw-good
989,screw-good
990,pill-color
991,screw-scratch_head
992,capsule-good
993,cable-missing_cable
994,cable-good
995,leather-glue
996,zipper-fabric_border
997,bottle-good
998,leather-fold
999,screw-good
1000,hazelnut-good
1001,capsule-squeeze
1002,leather-good
1003,metal_nut-color
1004,wood-good
1005,tile-good
1006,cable-missing_wire
1007,pill-good
1008,tile-good
1009,screw-good
1010,pill-good
1011,pill-faulty_imprint
1012,tile-crack
1013,cable-good
1014,cable-missing_cable
1015,screw-good
1016,pill-good
1017,zipper-split_teeth
1018,hazelnut-good
1019,pill-good
1020,screw-good
1021,tile-rough
1022,pill-good
1023,metal_nut-good
1024,hazelnut-print
1025,cable-good
1026,metal_nut-good
1027,pill-faulty_imprint
1028,cable-good
1029,zipper-split_teeth
1030,leather-poke
1031,transistor-good
1032,tile-rough
1033,metal_nut-flip
1034,capsule-scratch
1035,screw-good
1036,pill-good
1037,capsule-good
1038,hazelnut-good
1039,capsule-good
1040,metal_nut-good
1041,tile-glue_strip
1042,transistor-good
1043,transistor-good
1044,carpet-good
1045,screw-good
1046,transistor-bent_lead
1047,grid-broken
1048,cable-missing_cable
1049,transistor-good
1050,cable-good
1051,carpet-good
1052,wood-color
1053,zipper-fabric_border
1054,toothbrush-good
1055,capsule-good
1056,cable-good
1057,capsule-good
1058,zipper-good
1059,grid-good
1060,zipper-good
1061,hazelnut-good
1062,cable-good
1063,screw-good
1064,hazelnut-good
1065,metal_nut-bent
1066,carpet-cut
1067,metal_nut-bent
1068,toothbrush-defective
1069,tile-good
1070,transistor-good
1071,pill-scratch
1072,capsule-good
1073,capsule-good
1074,screw-good
1075,zipper-split_teeth
1076,wood-hole
1077,screw-good
1078,bottle-good
1079,cable-missing_cable
1080,transistor-good
1081,capsule-squeeze
1082,cable-missing_cable
1083,cable-missing_cable
1084,transistor-good
1085,bottle-good
1086,bottle-broken_small
1087,leather-good
1088,cable-missing_cable
1089,cable-missing_cable
1090,cable-missing_cable
1091,pill-good
1092,zipper-good
1093,leather-good
1094,hazelnut-good
1095,metal_nut-good
1096,hazelnut-print
1097,wood-scratch
1098,transistor-bent_lead
1099,wood-good
1100,cable-bent_wire
1101,zipper-good
1102,leather-glue
1103,bottle-good
1104,metal_nut-scratch
1105,pill-good
1106,zipper-combined
1107,leather-glue
1108,transistor-good
1109,capsule-good
1110,cable-missing_cable
1111,transistor-good
1112,wood-liquid
1113,metal_nut-good
1114,bottle-good
1115,carpet-thread
1116,cable-good
1117,cable-missing_cable
1118,cable-missing_cable
1119,transistor-good
1120,metal_nut-scratch
1121,tile-good
1122,pill-good
1123,pill-scratch
1124,tile-crack
1125,leather-glue
1126,wood-good
1127,screw-good
1128,hazelnut-good
1129,carpet-color
1130,transistor-good
1131,cable-good
1132,cable-good
1133,toothbrush-good
1134,cable-missing_cable
1135,transistor-misplaced
1136,capsule-good
1137,hazelnut-good
1138,cable-bent_wire
1139,wood-combined
1140,metal_nut-good
1141,tile-crack
1142,capsule-good
1143,hazelnut-good
1144,hazelnut-good
1145,cable-good
1146,hazelnut-good
1147,tile-good
1148,screw-good
1149,grid-broken
1150,transistor-good
1151,tile-glue_strip
1152,cable-missing_cable
1153,bottle-broken_small
1154,zipper-split_teeth
1155,zipper-fabric_interior
1156,transistor-bent_lead
1157,screw-good
1158,cable-missing_cable
1159,zipper-fabric_border
1160,transistor-good
1161,bottle-contamination
1162,toothbrush-defective
1163,cable-good
1164,capsule-good
1165,screw-good
1166,leather-cut
1167,capsule-good
1168,transistor-good
1169,cable-good
1170,zipper-good
1171,cable-good
1172,wood-good
1173,screw-good
1174,tile-oil
1175,pill-faulty_imprint
1176,leather-good
1177,cable-missing_cable
1178,grid-good
1179,transistor-damaged_case
1180,leather-cut
1181,cable-missing_cable
1182,grid-good
1183,bottle-broken_small
1184,toothbrush-good
1185,carpet-thread
1186,cable-missing_cable
1187,leather-glue
1188,hazelnut-print
1189,cable-missing_cable
1190,cable-combined
1191,capsule-scratch
1192,cable-missing_cable
1193,transistor-good
1194,hazelnut-crack
1195,bottle-good
1196,wood-good
1197,grid-bent
1198,toothbrush-defective
1199,hazelnut-hole
1200,cable-missing_cable
1201,carpet-color
1202,zipper-split_teeth
1203,bottle-broken_large
1204,cable-good
1205,metal_nut-bent
1206,bottle-good
1207,metal_nut-flip
1208,bottle-good
1209,screw-good
1210,capsule-good
1211,cable-good
1212,zipper-fabric_interior
1213,leather-good
1214,wood-scratch
1215,cable-good
1216,capsule-squeeze
1217,zipper-good
1218,bottle-broken_small
1219,leather-glue
1220,pill-faulty_imprint
1221,metal_nut-bent
1222,pill-good
1223,capsule-good
1224,cable-good
1225,cable-missing_cable
1226,cable-missing_cable
1227,cable-missing_cable
1228,grid-broken
1229,toothbrush-defective
1230,pill-good
1231,carpet-cut
1232,pill-scratch
1233,transistor-good
1234,zipper-combined
1235,tile-oil
1236,grid-thread
1237,tile-good
1238,capsule-poke
1239,toothbrush-defective
1240,pill-good
1241,toothbrush-good
1242,cable-missing_cable
1243,transistor-good
1244,zipper-good
1245,carpet-hole
1246,cable-good
1247,cable-good
1248,transistor-good
1249,zipper-squeezed_teeth
1250,tile-oil
1251,screw-good
1252,screw-good
1253,carpet-thread
1254,wood-good
1255,screw-good
1256,leather-good
1257,transistor-good
1258,leather-good
1259,cable-missing_cable
1260,screw-good
1261,pill-faulty_imprint
1262,toothbrush-good
1263,bottle-good
1264,transistor-good
1265,pill-combined
1266,cable-good
1267,tile-glue_strip
1268,cable-missing_cable
1269,tile-good
1270,zipper-broken_teeth
1271,hazelnut-print
1272,cable-missing_cable
1273,pill-good
1274,pill-good
1275,pill-good
1276,metal_nut-good
1277,grid-broken
1278,transistor-good
1279,metal_nut-good
1280,metal_nut-color
1281,bottle-contamination
1282,zipper-good
1283,leather-good
1284,pill-good
1285,leather-color
1286,zipper-good
1287,tile-good
1288,cable-missing_cable
1289,cable-missing_cable
1290,pill-color
1291,cable-good
1292,leather-fold
1293,hazelnut-good
1294,pill-good
1295,cable-good
1296,tile-oil
1297,leather-good
1298,zipper-fabric_border
1299,hazelnut-print
1300,tile-good
1301,capsule-squeeze
1302,carpet-color
1303,cable-missing_cable
1304,hazelnut-good
1305,tile-glue_strip
1306,carpet-cut
1307,hazelnut-good
1308,transistor-good
1309,cable-good
1310,bottle-good
1311,grid-good
1312,zipper-squeezed_teeth
1313,screw-scratch_head
1314,zipper-fabric_border
1315,capsule-good
1316,carpet-metal_contamination
1317,screw-good
1318,transistor-good
1319,pill-good
1320,zipper-good
1321,transistor-good
1322,capsule-faulty_imprint
1323,metal_nut-good
1324,toothbrush-good
1325,carpet-thread
1326,hazelnut-print
1327,bottle-good
1328,screw-good
1329,transistor-good
1330,transistor-good
1331,grid-good
1332,metal_nut-good
1333,tile-gray_stroke
1334,zipper-good
1335,cable-good
1336,tile-good
1337,grid-good
1338,metal_nut-good
1339,metal_nut-good
1340,hazelnut-good
1341,cable-good
1342,hazelnut-crack
1343,grid-good
1344,hazelnut-hole
1345,tile-good
1346,hazelnut-good
1347,cable-missing_cable
1348,transistor-good
1349,tile-good
1350,zipper-split_teeth
1351,tile-crack
1352,grid-good
1353,transistor-good
1354,transistor-good
1355,metal_nut-good
1356,bottle-broken_large
1357,wood-liquid
1358,pill-pill_type
1359,screw-scratch_head
1360,zipper-rough
1361,leather-cut
1362,cable-missing_cable
1363,transistor-good
1364,cable-good
1365,cable-missing_cable
1366,transistor-good
1367,transistor-good
1368,hazelnut-good
1369,pill-pill_type
1370,pill-faulty_imprint
1371,screw-good
1372,cable-good
1373,zipper-good
1374,tile-good
1375,hazelnut-good
1376,capsule-scratch
1377,metal_nut-good
1378,cable-missing_cable
1379,hazelnut-good
1380,transistor-good
1381,toothbrush-good
1382,metal_nut-good
1383,cable-missing_cable
1384,metal_nut-scratch
1385,leather-good
1386,carpet-thread
1387,carpet-good
1388,screw-good
1389,screw-good
1390,metal_nut-good
1391,hazelnut-hole
1392,hazelnut-good
1393,cable-missing_cable
1394,cable-good
1395,capsule-good
1396,capsule-good
1397,carpet-good
1398,zipper-good
1399,cable-missing_cable
1400,tile-good
1401,grid-glue
1402,cable-good
1403,hazelnut-print
1404,metal_nut-scratch
1405,hazelnut-good
1406,metal_nut-color
1407,pill-good
1408,cable-good
1409,pill-good
1410,carpet-cut
1411,cable-missing_cable
1412,metal_nut-good
1413,capsule-scratch
1414,cable-good
1415,toothbrush-good
1416,leather-glue
1417,capsule-squeeze
1418,zipper-fabric_interior
1419,cable-good
1420,cable-good
1421,transistor-good
1422,cable-good
1423,metal_nut-scratch
1424,tile-crack
1425,cable-good
1426,screw-good
1427,transistor-good
1428,tile-good
1429,zipper-good
1430,cable-good
1431,cable-missing_cable
1432,grid-good
1433,metal_nut-flip
1434,screw-manipulated_front
1435,pill-color
1436,zipper-split_teeth
1437,metal_nut-good
1438,toothbrush-good
1439,carpet-thread
1440,pill-good
1441,pill-good
1442,screw-good
1443,capsule-good
1444,cable-missing_cable
1445,hazelnut-crack
1446,carpet-hole
1447,tile-oil
1448,cable-missing_cable
1449,transistor-damaged_case
1450,hazelnut-cut
1451,hazelnut-good
1452,carpet-good
1453,capsule-good
1454,pill-good
1455,zipper-split_teeth
1456,grid-good
1457,cable-good
1458,cable-missing_cable
1459,carpet-metal_contamination
1460,hazelnut-good
1461,transistor-good
1462,cable-missing_cable
1463,capsule-good
1464,carpet-hole
1465,leather-cut
1466,hazelnut-good
1467,zipper-split_teeth
1468,transistor-damaged_case
1469,capsule-crack
1470,transistor-good
1471,cable-missing_cable
1472,pill-combined
1473,bottle-contamination
1474,cable-missing_cable
1475,pill-color
1476,screw-good
1477,bottle-broken_small
1478,cable-good
1479,wood-scratch
1480,toothbrush-defective
1481,pill-good
1482,grid-good
1483,metal_nut-flip
1484,transistor-good
1485,hazelnut-good
1486,leather-glue
1487,hazelnut-good
1488,tile-good
1489,metal_nut-flip
1490,metal_nut-scratch
1491,capsule-good
1492,capsule-poke
1493,tile-good
1494,screw-good
1495,hazelnut-good
1496,leather-good
1497,cable-good
1498,leather-poke
1499,pill-good
1500,pill-faulty_imprint
1501,pill-faulty_imprint
1502,leather-good
1503,metal_nut-flip
1504,zipper-split_teeth
1505,zipper-rough
1506,metal_nut-scratch
1507,zipper-split_teeth
1508,hazelnut-crack
1509,capsule-good
