index,label
125,transistor-cut_lead
126,tile-crack
127,transistor-good
128,pill-scratch
129,screw-good
130,grid-good
131,metal_nut-scratch
132,cable-missing_cable
133,metal_nut-bent
134,capsule-good
135,transistor-misplaced
136,screw-scratch_head
137,bottle-contamination
138,pill-good
139,wood-liquid
140,cable-combined
141,hazelnut-good
142,cable-cut_inner_insulation
143,cable-good
144,zipper-good
145,hazelnut-print
146,transistor-damaged_case
147,zipper-good
148,zipper-split_teeth
149,wood-good
150,zipper-good
151,wood-good
152,transistor-good
153,pill-good
154,transistor-damaged_case
155,cable-combined
156,cable-combined
157,tile-good
158,cable-combined
159,metal_nut-good
160,screw-scratch_head
161,screw-thread_top
162,screw-good
163,cable-combined
164,carpet-good
165,leather-fold
166,pill-good
167,wood-good
168,zipper-fabric_interior
169,cable-missing_cable
170,capsule-good
171,carpet-good
172,screw-good
173,cable-combined
174,cable-good
175,pill-good
176,screw-good
177,zipper-split_teeth
178,capsule-good
179,zipper-good
180,leather-good
181,cable-combined
182,bottle-good
183,cable-missing_wire
184,pill-faulty_imprint
185,carpet-cut
186,tile-glue_strip
187,metal_nut-good
188,wood-scratch
189,transistor-cut_lead
190,pill-good
191,capsule-squeeze
192,zipper-good
193,hazelnut-good
194,pill-good
195,screw-good
196,zipper-fabric_interior
197,cable-good
198,zipper-good
199,hazelnut-good
200,transistor-good
201,cable-good
202,metal_nut-good
203,bottle-broken_small
204,pill-good
205,leather-good
206,pill-crack
207,pill-good
208,hazelnut-good
209,grid-glue
210,leather-glue
211,capsule-squeeze
212,screw-good
213,wood-good
214,pill-combined
215,cable-combined
216,cable-missing_cable
217,pill-contamination
218,transistor-good
219,bottle-broken_small
220,tile-oil
221,grid-good
222,cable-combined
223,bottle-broken_small
224,metal_nut-good
225,cable-combined
226,pill-good
227,leather-color
228,cable-good
229,transistor-good
230,pill-good
231,screw-good
232,zipper-combined
233,pill-good
234,zipper-broken_teeth
235,cable-missing_cable
236,transistor-good
237,metal_nut-good
238,hazelnut-crack
239,cable-combined
240,metal_nut-good
241,hazelnut-hole
242,zipper-combined
243,screw-good
244,wood-combined
245,leather-cut
246,tile-good
247,tile-gray_stroke
248,wood-scratch
249,cable-good
250,cable-combined
251,tile-gray_stroke
252,cable-bent_wire
253,capsule-squeeze
254,cable-combined
255,metal_nut-good
256,metal_nut-good
257,cable-missing_cable
258,transistor-damaged_case
259,hazelnut-good
260,hazelnut-good
261,pill-good
262,hazelnut-good
263,hazelnut-cut
264,leather-poke
265,leather-good
266,wood-good
267,screw-good
268,metal_nut-flip
269,cable-good
270,carpet-good
271,screw-good
272,tile-crack
273,transistor-good
274,cable-good
275,capsule-scratch
276,cable-combined
277,capsule-good
278,transistor-misplaced
279,zipper-squeezed_teeth
280,pill-combined
281,leather-color
282,transistor-good
283,tile-rough
284,pill-good
285,screw-good
286,grid-thread
287,tile-good
288,metal_nut-good
289,toothbrush-defective
290,carpet-thread
291,bottle-broken_large
292,leather-fold
293,leather-cut
294,cable-good
295,zipper-squeezed_teeth
296,tile-good
297,transistor-good
298,transistor-good
299,transistor-good
300,cable-combined
301,leather-cut
302,transistor-damaged_case
303,transistor-good
304,screw-scratch_head
305,pill-faulty_imprint
306,toothbrush-good
307,grid-good
308,leather-color
309,screw-good
310,metal_nut-good
311,transistor-good
312,bottle-good
313,metal_nut-scratch
314,wood-good
315,transistor-misplaced
316,metal_nut-good
317,wood-good
318,wood-good
319,tile-good
320,cable-good
321,screw-scratch_neck
322,cable-combined
323,cable-cut_inner_insulation
324,leather-good
325,capsule-good
326,screw-good
327,metal_nut-good
328,pill-good
329,transistor-good
330,cable-good
331,metal_nut-good
332,cable-combined
333,carpet-good
334,carpet-color
335,bottle-good
336,tile-good
337,metal_nut-color
338,screw-scratch_neck
339,cable-combined
340,wood-good
341,screw-good
342,metal_nut-good
343,tile-good
344,tile-crack
345,leather-glue
346,metal_nut-flip
347,metal_nut-good
348,hazelnut-good
349,pill-pill_type
350,carpet-thread
351,cable-good
352,cable-good
353,capsule-good
354,carpet-good
355,pill-pill_type
356,cable-good
357,pill-good
358,bottle-good
359,toothbrush-defective
360,transistor-cut_lead
361,capsule-scratch
362,leather-fold
363,carpet-color
364,transistor-good
365,transistor-damaged_case
366,toothbrush-defective
367,cable-cut_inner_insulation
368,cable-combined
369,leather-cut
370,hazelnut-good
371,screw-good
372,cable-good
373,bottle-good
374,hazelnut-good
375,cable-combined
376,wood-hole
377,metal_nut-good
378,capsule-faulty_imprint
379,grid-good
380,cable-combined
381,screw-good
382,wood-color
383,tile-glue_strip
384,capsule-good
385,grid-good
386,cable-missing_cable
387,capsule-good
388,hazelnut-cut
389,screw-good
390,leather-good
391,metal_nut-color
392,bottle-broken_small
393,leather-cut
394,capsule-crack
395,transistor-good
396,cable-good
397,bottle-contamination
398,hazelnut-print
399,tile-good
400,wood-liquid
401,tile-gray_stroke
402,transistor-good
403,cable-good
404,bottle-contamination
405,tile-good
406,pill-good
407,capsule-good
408,leather-good
409,pill-faulty_imprint
410,cable-good
411,capsule-faulty_imprint
412,pill-good
413,cable-good
414,bottle-broken_small
415,transistor-good
416,leather-good
417,transistor-good
418,cable-combined
419,cable-combined
420,metal_nut-scratch
421,zipper-good
422,metal_nut-good
423,carpet-good
424,cable-good
425,pill-good
426,transistor-damaged_case
427,transistor-damaged_case
428,leather-glue
429,transistor-damaged_case
430,bottle-broken_small
431,zipper-good
432,cable-good
433,bottle-broken_small
434,cable-combined
435,hazelnut-crack
436,wood-good
437,hazelnut-good
438,carpet-good
439,transistor-misplaced
440,pill-good
441,tile-oil
442,transistor-good
443,metal_nut-good
444,cable-combined
445,transistor-cut_lead
446,carpet-good
447,zipper-squeezed_teeth
448,cable-combined
449,leather-glue
450,wood-hole
451,zipper-good
452,transistor-misplaced
453,carpet-good
454,tile-good
455,hazelnut-good
456,screw-good
457,hazelnut-good
458,carpet-cut
459,metal_nut-flip
460,cable-good
461,carpet-good
462,metal_nut-good
463,leather-cut
464,carpet-thread
465,metal_nut-good
466,cable-good
467,metal_nut-flip
468,cable-combined
469,metal_nut-good
470,pill-pill_type
471,metal_nut-good
472,tile-good
473,bottle-good
474,metal_nut-good
475,cable-good
476,pill-good
477,transistor-good
478,cable-good
479,cable-good
480,pill-crack
481,screw-good
482,cable-combined
483,cable-combined
484,metal_nut-good
485,pill-good
486,cable-good
487,transistor-misplaced
488,hazelnut-hole
489,cable-missing_cable
490,carpet-cut
491,cable-combined
492,cable-cut_outer_insulation
493,screw-good
494,cable-combined
495,capsule-squeeze
496,transistor-cut_lead
497,toothbrush-good
498,cable-missing_wire
499,zipper-split_teeth
500,screw-good
501,cable-combined
502,cable-combined
503,transistor-good
504,cable-bent_wire
505,tile-good
506,transistor-damaged_case
507,wood-liquid
508,toothbrush-good
509,leather-poke
510,capsule-good
511,metal_nut-good
512,cable-combined
513,transistor-good
514,transistor-good
515,zipper-good
516,cable-good
517,metal_nut-bent
518,capsule-good
519,cable-good
520,tile-good
521,pill-pill_type
522,wood-good
523,metal_nut-good
524,pill-good
525,zipper-rough
526,cable-good
527,cable-good
528,capsule-good
529,carpet-cut
530,capsule-good
531,hazelnut-hole
532,cable-combined
533,hazelnut-hole
534,grid-good
535,screw-good
536,transistor-damaged_case
537,wood-scratch
538,pill-good
539,cable-combined
540,cable-good
541,wood-good
542,screw-scratch_head
543,screw-good
544,grid-good
545,transistor-damaged_case
546,transistor-good
547,cable-combined
548,hazelnut-good
549,pill-good
550,cable-good
551,capsule-good
552,pill-color
553,pill-good
554,zipper-squeezed_teeth
555,cable-combined
556,screw-good
557,cable-missing_cable
558,zipper-fabric_interior
559,cable-combined
560,leather-glue
561,capsule-good
562,capsule-good
563,carpet-metal_contamination
564,cable-good
565,hazelnut-good
566,grid-good
567,grid-good
568,hazelnut-good
569,screw-good
570,hazelnut-good
571,wood-scratch
572,hazelnut-good
573,cable-missing_cable
574,cable-missing_wire
575,wood-hole
576,zipper-split_teeth
577,cable-combined
578,wood-scratch
579,zipper-fabric_border
580,pill-good
581,metal_nut-good
582,tile-good
583,carpet-cut
584,cable-missing_cable
585,transistor-good
586,transistor-good
587,carpet-good
588,capsule-good
589,transistor-good
590,pill-good
591,cable-combined
592,cable-good
593,zipper-split_teeth
594,transistor-damaged_case
595,metal_nut-good
596,cable-combined
597,tile-good
598,transistor-damaged_case
599,hazelnut-good
600,leather-good
601,hazelnut-good
602,hazelnut-hole
603,cable-cut_inner_insulation
604,pill-good
605,cable-good
606,pill-good
607,cable-good
608,transistor-good
609,cable-combined
610,metal_nut-bent
611,grid-metal_contamination
612,cable-good
613,cable-combined
614,hazelnut-good
615,capsule-scratch
616,pill-good
617,zipper-split_teeth
618,carpet-thread
619,cable-bent_wire
620,cable-good
621,cable-good
622,metal_nut-good
623,tile-glue_strip
624,bottle-broken_large
625,carpet-hole
626,metal_nut-bent
627,toothbrush-good
628,hazelnut-good
629,bottle-broken_small
630,leather-good
631,toothbrush-good
632,screw-good
633,screw-good
634,metal_nut-good
635,leather-good
636,cable-missing_wire
637,capsule-good
638,transistor-damaged_case
639,leather-poke
640,pill-good
641,leather-cut
642,transistor-good
643,toothbrush-defective
644,cable-good
645,cable-good
646,cable-good
647,leather-cut
648,cable-good
649,zipper-split_teeth
650,wood-combined
651,hazelnut-print
652,carpet-good
653,metal_nut-good
654,grid-metal_contamination
655,transistor-good
656,screw-good
657,capsule-crack
658,capsule-good
659,leather-good
660,transistor-good
661,cable-cut_outer_insulation
662,carpet-good
663,transistor-good
664,metal_nut-good
665,grid-good
666,transistor-misplaced
667,hazelnut-good
668,tile-good
669,cable-good
670,hazelnut-good
671,pill-good
672,bottle-good
673,pill-scratch
674,cable-combined
675,bottle-broken_large
676,wood-good
677,pill-good
678,cable-good
679,tile-good
680,leather-good
681,leather-fold
682,tile-oil
683,pill-good
684,cable-cut_outer_insulation
685,tile-good
686,cable-combined
687,hazelnut-good
688,grid-good
689,leather-good
690,metal_nut-good
691,cable-missing_cable
692,screw-manipulated_front
693,pill-color
694,cable-combined
695,cable-combined
696,hazelnut-good
697,zipper-squeezed_teeth
698,tile-good
699,tile-rough
700,cable-missing_cable
701,leather-cut
702,hazelnut-cut
703,screw-good
704,bottle-broken_small
705,carpet-good
706,screw-good
707,transistor-good
708,cable-cut_outer_insulation
709,pill-good
710,pill-combined
711,pill-good
712,screw-scratch_neck
713,cable-combined
714,carpet-thread
715,wood-scratch
716,carpet-good
717,cable-combined
718,hazelnut-good
719,transistor-damaged_case
720,cable-good
721,transistor-good
722,screw-manipulated_front
723,transistor-misplaced
724,zipper-fabric_border
725,transistor-good
726,pill-crack
727,hazelnut-good
728,pill-good
729,cable-bent_wire
730,cable-combined
731,bottle-good
732,pill-good
733,pill-good
734,hazelnut-good
735,metal_nut-good
736,carpet-good
737,pill-good
738,capsule-good
739,wood-scratch
740,hazelnut-good
741,cable-combined
742,cable-combined
743,pill-good
744,tile-good
745,capsule-good
746,bottle-good
747,pill-good
748,hazelnut-good
749,cable-combined
750,metal_nut-good
751,cable-good
752,metal_nut-flip
753,transistor-good
754,capsule-scratch
755,tile-oil
756,transistor-damaged_case
757,bottle-good
758,pill-good
759,capsule-good
760,screw-good
761,hazelnut-hole
762,cable-missing_cable
763,pill-faulty_imprint
764,bottle-good
765,capsule-good
766,grid-bent
767,zipper-fabric_border
768,metal_nut-good
769,pill-color
770,wood-color
771,carpet-metal_contamination
772,wood-combined
773,cable-good
774,cable-combined
775,screw-good
776,cable-combined
777,screw-good
778,bottle-broken_small
779,capsule-squeeze
780,transistor-good
781,leather-color
782,screw-good
783,transistor-good
784,cable-good
785,leather-good
786,toothbrush-good
787,toothbrush-good
788,screw-scratch_head
789,cable-good
790,zipper-squeezed_teeth
791,carpet-good
792,cable-combined
793,toothbrush-good
794,zipper-good
795,hazelnut-crack
796,transistor-good
797,zipper-broken_teeth
798,screw-good
799,pill-good
800,zipper-squeezed_teeth
801,hazelnut-crack
802,cable-good
803,metal_nut-color
804,tile-gray_stroke
805,wood-good
806,pill-good
807,bottle-broken_large
808,leather-cut
809,zipper-split_teeth
810,cable-good
811,capsule-good
812,capsule-scratch
813,grid-good
814,toothbrush-good
815,pill-good
816,screw-good
817,bottle-contamination
818,tile-crack
819,screw-good
820,pill-good
821,cable-combined
822,cable-good
823,metal_nut-good
824,screw-good
825,cable-good
826,capsule-good
827,cable-good
828,hazelnut-crack
829,transistor-good
830,cable-combined
831,toothbrush-defective
832,cable-good
833,capsule-faulty_imprint
834,zipper-good
835,tile-good
836,cable-combined
837,metal_nut-good
838,carpet-good
839,pill-good
840,cable-combined
841,bottle-broken_large
842,screw-good
843,screw-good
844,tile-crack
845,transistor-cut_lead
846,leather-color
847,bottle-contamination
848,tile-oil
849,capsule-squeeze
850,pill-pill_type
851,wood-liquid
852,screw-good
853,capsule-faulty_imprint
854,transistor-good
855,cable-combined
856,transistor-damaged_case
857,hazelnut-cut
858,transistor-good
859,transistor-damaged_case
860,cable-combined
861,hazelnut-good
862,metal_nut-good
863,screw-good
864,carpet-cut
865,transistor-good
866,toothbrush-good
867,cable-good
868,zipper-good
869,cable-good
870,cable-good
871,leather-glue
872,pill-good
873,pill-good
874,cable-missing_cable
875,carpet-good
876,screw-good
877,leather-poke
878,leather-good
879,leather-good
880,hazelnut-good
881,grid-broken
882,cable-missing_cable
883,metal_nut-good
884,transistor-good
885,cable-good
886,screw-scratch_head
887,cable-combined
888,leather-good
889,metal_nut-flip
890,transistor-good
891,zipper-good
892,leather-good
893,cable-good
894,leather-cut
895,cable-missing_cable
896,pill-good
897,screw-good
898,cable-combined
899,carpet-good
900,transistor-bent_lead
901,cable-combined
902,screw-good
903,pill-good
904,capsule-faulty_imprint
905,metal_nut-good
906,hazelnut-good
907,cable-good
908,screw-good
909,metal_nut-good
910,tile-glue_strip
911,cable-combined
912,zipper-broken_teeth
913,capsule-squeeze
914,leather-glue
915,screw-good
916,metal_nut-flip
917,screw-good
918,cable-combined
919,transistor-cut_lead
920,hazelnut-good
921,screw-good
922,tile-rough
923,zipper-good
924,metal_nut-flip
925,leather-glue
926,cable-bent_wire
927,toothbrush-good
928,cable-good
929,toothbrush-good
930,tile-good
931,cable-good
932,pill-pill_type
933,metal_nut-good
934,capsule-poke
935,pill-good
936,tile-oil
937,leather-cut
938,transistor-damaged_case
939,leather-good
940,carpet-good
941,cable-combined
942,screw-scratch_neck
943,screw-manipulated_front
944,bottle-good
945,cable-combined
946,cable-combined
947,capsule-good
948,transistor-damaged_case
949,hazelnut-hole
950,capsule-scratch
951,metal_nut-scratch
952,tile-good
953,grid-thread
954,screw-good
955,carpet-thread
956,capsule-scratch
957,transistor-good
958,cable-combined
959,wood-hole
960,zipper-good
961,screw-scratch_head
962,pill-good
963,hazelnut-hole
964,hazelnut-good
965,cable-missing_wire
966,screw-good
967,hazelnut-good
968,cable-good
969,hazelnut-good
970,carpet-good
971,carpet-color
972,bottle-broken_large
973,cable-good
974,hazelnut-good
975,tile-glue_strip
976,tile-rough
977,leather-good
978,cable-good
979,screw-good
980,leather-good
981,transistor-damaged_case
982,screw-scratch_neck
983,transistor-good
984,pill-good
985,cable-missing_cable
986,grid-good
987,metal_nut-good
988,screw-good
989,screw-good
990,pill-color
991,screw-scratch_neck
992,capsule-good
993,cable-combined
994,cable-good
995,bottle-good
996,zipper-fabric_border
997,bottle-good
998,leather-fold
999,screw-good
1000,leather-cut
1001,capsule-squeeze
1002,leather-good
1003,metal_nut-color
1004,wood-good
1005,tile-good
1006,cable-missing_wire
1007,metal_nut-good
1008,tile-good
1009,screw-good
1010,zipper-good
1011,pill-faulty_imprint
1012,tile-crack
1013,cable-good
1014,cable-combined
1015,screw-good
1016,pill-good
1017,zipper-squeezed_teeth
1018,hazelnut-good
1019,pill-good
1020,screw-thread_top
1021,tile-rough
1022,pill-good
1023,metal_nut-bent
1024,hazelnut-print
1025,cable-good
1026,cable-combined
1027,pill-faulty_imprint
1028,cable-good
1029,zipper-split_teeth
1030,leather-cut
1031,transistor-good
1032,tile-rough
1033,metal_nut-flip
1034,capsule-scratch
1035,screw-good
1036,pill-good
1037,capsule-good
1038,hazelnut-good
1039,capsule-good
1040,metal_nut-good
1041,tile-glue_strip
1042,transistor-good
1043,transistor-good
1044,carpet-good
1045,screw-good
1046,transistor-good
1047,grid-bent
1048,cable-combined
1049,transistor-good
1050,cable-good
1051,carpet-good
1052,wood-good
1053,zipper-fabric_border
1054,toothbrush-good
1055,capsule-good
1056,cable-good
1057,capsule-good
1058,zipper-good
1059,grid-good
1060,zipper-good
1061,cable-good
1062,cable-good
1063,screw-good
1064,hazelnut-good
1065,metal_nut-bent
1066,carpet-thread
1067,metal_nut-color
1068,transistor-damaged_case
1069,tile-good
1070,transistor-good
1071,pill-faulty_imprint
1072,bottle-contamination
1073,capsule-good
1074,screw-manipulated_front
1075,zipper-split_teeth
1076,wood-hole
1077,screw-good
1078,bottle-good
1079,tile-crack
1080,transistor-good
1081,capsule-squeeze
1082,metal_nut-good
1083,cable-combined
1084,transistor-good
1085,bottle-good
1086,bottle-broken_small
1087,leather-good
1088,tile-crack
1089,cable-combined
1090,cable-combined
1091,pill-good
1092,zipper-good
1093,leather-good
1094,hazelnut-good
1095,metal_nut-good
1096,hazelnut-print
1097,wood-scratch
1098,transistor-misplaced
1099,wood-good
1100,cable-bent_wire
1101,zipper-good
1102,leather-glue
1103,bottle-good
1104,tile-glue_strip
1105,cable-good
1106,zipper-combined
1107,metal_nut-good
1108,transistor-good
1109,capsule-scratch
1110,cable-combined
1111,transistor-good
1112,wood-liquid
1113,metal_nut-good
1114,bottle-good
1115,carpet-color
1116,cable-cut_outer_insulation
1117,cable-combined
1118,cable-combined
1119,transistor-good
1120,metal_nut-good
1121,tile-good
1122,pill-good
1123,pill-good
1124,tile-crack
1125,cable-good
1126,wood-good
1127,screw-good
1128,hazelnut-good
1129,carpet-color
1130,transistor-good
1131,cable-good
1132,cable-good
1133,toothbrush-good
1134,cable-missing_cable
1135,transistor-misplaced
1136,wood-scratch
1137,hazelnut-good
1138,cable-bent_wire
1139,wood-combined
1140,transistor-damaged_case
1141,tile-crack
1142,capsule-good
1143,hazelnut-good
1144,hazelnut-good
1145,cable-cut_outer_insulation
1146,hazelnut-cut
1147,tile-good
1148,screw-good
1149,grid-broken
1150,transistor-good
1151,tile-glue_strip
1152,cable-combined
1153,bottle-broken_small
1154,zipper-split_teeth
1155,zipper-fabric_interior
1156,leather-cut
1157,screw-manipulated_front
1158,pill-good
1159,zipper-fabric_border
1160,transistor-good
1161,bottle-contamination
1162,cable-combined
1163,cable-good
1164,capsule-good
1165,screw-good
1166,leather-cut
1167,capsule-good
1168,transistor-good
1169,cable-good
1170,zipper-good
1171,cable-good
1172,wood-good
1173,screw-good
1174,tile-oil
1175,pill-faulty_imprint
1176,leather-cut
1177,cable-missing_cable
1178,grid-good
1179,cable-combined
1180,leather-glue
1181,cable-combined
1182,grid-good
1183,bottle-broken_small
1184,toothbrush-good
1185,carpet-thread
1186,bottle-good
1187,bottle-good
1188,hazelnut-print
1189,cable-combined
1190,cable-combined
1191,capsule-scratch
1192,metal_nut-good
1193,transistor-good
1194,hazelnut-cut
1195,bottle-good
1196,wood-good
1197,grid-glue
1198,toothbrush-good
1199,hazelnut-hole
1200,metal_nut-good
1201,carpet-color
1202,zipper-split_teeth
1203,bottle-broken_small
1204,cable-good
1205,metal_nut-bent
1206,bottle-good
1207,metal_nut-flip
1208,bottle-good
1209,screw-good
1210,cable-combined
1211,cable-good
1212,zipper-fabric_interior
1213,leather-good
1214,wood-scratch
1215,cable-good
1216,capsule-good
1217,zipper-good
1218,bottle-broken_small
1219,bottle-good
1220,pill-good
1221,metal_nut-bent
1222,pill-good
1223,capsule-good
1224,cable-cut_outer_insulation
1225,cable-combined
1226,metal_nut-good
1227,cable-combined
1228,grid-metal_contamination
1229,toothbrush-good
1230,pill-good
1231,carpet-thread
1232,pill-scratch
1233,transistor-good
1234,zipper-combined
1235,tile-oil
1236,grid-thread
1237,tile-glue_strip
1238,capsule-faulty_imprint
1239,cable-combined
1240,pill-good
1241,toothbrush-good
1242,metal_nut-good
1243,transistor-good
1244,zipper-good
1245,carpet-cut
1246,cable-good
1247,cable-good
1248,transistor-good
1249,zipper-squeezed_teeth
1250,tile-oil
1251,screw-good
1252,screw-good
1253,carpet-good
1254,wood-good
1255,screw-good
1256,leather-good
1257,transistor-cut_lead
1258,leather-good
1259,cable-combined
1260,screw-good
1261,pill-faulty_imprint
1262,toothbrush-good
1263,bottle-good
1264,transistor-good
1265,pill-combined
1266,cable-good
1267,tile-glue_strip
1268,cable-missing_cable
1269,tile-good
1270,zipper-broken_teeth
1271,hazelnut-print
1272,cable-combined
1273,pill-good
1274,transistor-damaged_case
1275,pill-good
1276,metal_nut-good
1277,grid-broken
1278,transistor-good
1279,metal_nut-good
1280,cable-combined
1281,bottle-contamination
1282,zipper-good
1283,leather-good
1284,pill-good
1285,leather-color
1286,zipper-good
1287,tile-rough
1288,cable-combined
1289,cable-combined
1290,pill-color
1291,cable-cut_inner_insulation
1292,leather-fold
1293,hazelnut-good
1294,cable-combined
1295,cable-poke_insulation
1296,tile-oil
1297,leather-good
1298,zipper-fabric_border
1299,hazelnut-print
1300,tile-good
1301,capsule-squeeze
1302,carpet-color
1303,cable-combined
1304,hazelnut-good
1305,tile-glue_strip
1306,toothbrush-defective
1307,hazelnut-good
1308,transistor-good
1309,cable-good
1310,bottle-good
1311,grid-good
1312,zipper-squeezed_teeth
1313,screw-scratch_head
1314,zipper-fabric_border
1315,capsule-good
1316,carpet-metal_contamination
1317,screw-scratch_neck
1318,transistor-cut_lead
1319,pill-good
1320,zipper-rough
1321,transistor-good
1322,capsule-faulty_imprint
1323,metal_nut-good
1324,toothbrush-good
1325,carpet-good
1326,cable-combined
1327,bottle-good
1328,screw-good
1329,transistor-good
1330,transistor-good
1331,grid-good
1332,metal_nut-good
1333,tile-gray_stroke
1334,carpet-good
1335,cable-good
1336,tile-rough
1337,grid-good
1338,metal_nut-good
1339,metal_nut-good
1340,hazelnut-good
1341,cable-good
1342,hazelnut-crack
1343,grid-good
1344,hazelnut-hole
1345,tile-good
1346,hazelnut-good
1347,cable-combined
1348,transistor-good
1349,tile-good
1350,zipper-split_teeth
1351,tile-crack
1352,grid-metal_contamination
1353,transistor-good
1354,transistor-good
1355,metal_nut-good
1356,bottle-broken_small
1357,wood-liquid
1358,pill-pill_type
1359,screw-scratch_head
1360,zipper-combined
1361,leather-glue
1362,metal_nut-good
1363,transistor-good
1364,cable-good
1365,cable-combined
1366,transistor-good
1367,transistor-good
1368,hazelnut-good
1369,toothbrush-good
1370,pill-faulty_imprint
1371,screw-good
1372,cable-cut_outer_insulation
1373,zipper-good
1374,tile-good
1375,hazelnut-good
1376,capsule-scratch
1377,cable-good
1378,cable-combined
1379,hazelnut-good
1380,transistor-good
1381,toothbrush-good
1382,cable-combined
1383,cable-combined
1384,metal_nut-scratch
1385,leather-good
1386,carpet-thread
1387,carpet-good
1388,screw-manipulated_front
1389,screw-good
1390,cable-good
1391,cable-combined
1392,hazelnut-good
1393,cable-combined
1394,cable-good
1395,capsule-good
1396,cable-good
1397,carpet-good
1398,zipper-good
1399,cable-combined
1400,tile-good
1401,grid-glue
1402,cable-good
1403,hazelnut-print
1404,metal_nut-scratch
1405,hazelnut-good
1406,metal_nut-color
1407,pill-good
1408,cable-good
1409,pill-good
1410,carpet-cut
1411,cable-missing_cable
1412,metal_nut-good
1413,capsule-scratch
1414,cable-good
1415,toothbrush-good
1416,bottle-good
1417,cable-good
1418,zipper-fabric_interior
1419,cable-good
1420,cable-good
1421,cable-good
1422,cable-good
1423,metal_nut-scratch
1424,tile-crack
1425,cable-poke_insulation
1426,screw-scratch_neck
1427,transistor-good
1428,tile-good
1429,zipper-good
1430,cable-good
1431,cable-combined
1432,grid-good
1433,metal_nut-flip
1434,screw-manipulated_front
1435,pill-color
1436,zipper-broken_teeth
1437,metal_nut-good
1438,toothbrush-good
1439,carpet-thread
1440,pill-good
1441,pill-good
1442,screw-good
1443,capsule-good
1444,cable-missing_cable
1445,hazelnut-good
1446,carpet-cut
1447,tile-oil
1448,cable-combined
1449,cable-combined
1450,hazelnut-cut
1451,hazelnut-good
1452,carpet-thread
1453,capsule-good
1454,pill-good
1455,zipper-split_teeth
1456,grid-good
1457,cable-good
1458,cable-combined
1459,carpet-good
1460,hazelnut-good
1461,transistor-good
1462,cable-combined
1463,cable-combined
1464,carpet-cut
1465,leather-cut
1466,hazelnut-good
1467,zipper-split_teeth
1468,cable-combined
1469,bottle-contamination
1470,transistor-good
1471,cable-combined
1472,pill-combined
1473,bottle-good
1474,cable-combined
1475,pill-color
1476,screw-good
1477,bottle-broken_small
1478,cable-good
1479,tile-rough
1480,toothbrush-defective
1481,pill-good
1482,grid-good
1483,metal_nut-flip
1484,transistor-good
1485,hazelnut-good
1486,cable-good
1487,hazelnut-cut
1488,tile-good
1489,metal_nut-flip
1490,metal_nut-good
1491,cable-combined
1492,capsule-faulty_imprint
1493,tile-good
1494,screw-manipulated_front
1495,hazelnut-good
1496,leather-good
1497,cable-good
1498,leather-cut
1499,cable-combined
1500,pill-faulty_imprint
1501,pill-good
1502,leather-good
1503,metal_nut-flip
1504,zipper-split_teeth
1505,zipper-good
1506,metal_nut-scratch
1507,zipper-split_teeth
1508,hazelnut-crack
1509,cable-combined
1510,cable-good
1511,cable-good
1512,pill-good
1513,bottle-good
1514,cable-combined
1515,tile-good
1516,cable-combined
1517,capsule-good
